Date,Consumer_price
2014-01-02,"60,642"
2014-01-03,"59,919"
2014-01-06,"58,957"
2014-01-07,"59,046"
2014-01-08,"58,749"
2014-01-09,"60,978"
2014-01-10,"61,047"
2014-01-13,"62,039"
2014-01-14,"62,554"
2014-01-15,"63,056"
2014-01-16,"62,953"
2014-01-17,"62,365"
2014-01-20,"63,335"
2014-01-21,"63,012"
2014-01-22,"63,200"
2014-01-23,"63,642"
2014-01-24,"64,459"
2014-01-27,"63,900"
2014-01-28,"63,900"
2014-01-29,"64,047"
2014-02-03,"64,760"
2014-02-04,"64,654"
2014-02-05,"63,997"
2014-02-06,"64,128"
2014-02-07,"62,794"
2014-02-10,"63,850"
2014-02-11,"63,512"
2014-02-12,"63,983"
2014-02-13,"64,074"
2014-02-14,"62,543"
2014-02-17,"61,935"
2014-02-18,"62,369"
2014-02-19,"60,953"
2014-02-20,"61,217"
2014-02-21,"60,967"
2014-02-24,"59,995"
2014-02-25,"60,886"
2014-02-26,"60,439"
2014-02-27,"60,923"
2014-02-28,"60,923"
2014-03-03,"59,062"
2014-03-04,"59,319"
2014-03-05,"60,014"
2014-03-06,"60,925"
2014-03-07,"61,008"
2014-03-10,"62,029"
2014-03-11,"62,029"
2014-03-12,"61,856"
2014-03-13,"59,139"
2014-03-14,"57,781"
2014-03-17,"57,747"
2014-03-18,"59,177"
2014-03-19,"59,644"
2014-03-20,"62,778"
2014-03-21,"61,657"
2014-03-24,"64,177"
2014-03-25,"64,120"
2014-03-26,"64,049"
2014-03-27,"62,128"
2014-03-28,"61,731"
2014-03-31,"61,006"
2014-04-01,"61,297"
2014-04-02,"61,994"
2014-04-03,"59,888"
2014-04-04,"59,888"
2014-04-07,"60,365"
2014-04-08,"60,535"
2014-04-09,"60,535"
2014-04-10,"60,350"
2014-04-11,"60,006"
2014-04-14,"61,326"
2014-04-15,"60,546"
2014-04-16,"61,153"
2014-04-17,"59,374"
2014-04-18,"59,444"
2014-04-21,"59,811"
2014-04-22,"59,811"
2014-04-23,"59,811"
2014-04-24,"61,226"
2014-04-25,"60,550"
2014-04-28,"62,206"
2014-04-29,"62,263"
2014-04-30,"62,891"
2014-05-02,"61,089"
2014-05-07,"61,257"
2014-05-08,"62,297"
2014-05-09,"62,324"
2014-05-12,"62,597"
2014-05-13,"62,597"
2014-05-14,"62,597"
2014-05-15,"62,111"
2014-05-16,"61,797"
2014-05-19,"61,854"
2014-05-20,"61,879"
2014-05-21,"61,932"
2014-05-22,"60,906"
2014-05-23,"61,191"
2014-05-26,"61,821"
2014-05-27,"61,997"
2014-05-28,"61,926"
2014-05-29,"62,046"
2014-05-30,"62,029"
2014-06-02,"62,400"
2014-06-03,"62,400"
2014-06-04,"62,400"
2014-06-05,-
2014-06-09,"64,536"
2014-06-10,"64,668"
2014-06-11,"64,191"
2014-06-12,"64,279"
2014-06-13,"64,136"
2014-06-16,"64,859"
2014-06-17,"64,985"
2014-06-18,"64,422"
2014-06-19,"64,359"
2014-06-20,"64,391"
2014-06-23,"64,550"
2014-06-24,"64,550"
2014-06-25,"65,115"
2014-06-26,"64,624"
2014-06-27,"64,594"
2014-06-30,"64,671"
2014-07-01,"64,222"
2014-07-02,"64,194"
2014-07-03,"62,554"
2014-07-04,"62,554"
2014-07-07,"62,579"
2014-07-08,"63,071"
2014-07-09,"63,229"
2014-07-10,"65,829"
2014-07-11,"65,916"
2014-07-14,"65,244"
2014-07-15,"64,633"
2014-07-16,"64,614"
2014-07-17,"65,208"
2014-07-18,"65,392"
2014-07-21,"64,097"
2014-07-22,"63,932"
2014-07-23,"63,932"
2014-07-24,"63,827"
2014-07-25,"63,636"
2014-07-28,0
2014-07-29,0
2014-07-30,0
2014-07-31,0
2014-08-01,0
2014-08-04,0
2014-08-05,"64,716"
2014-08-06,"64,671"
2014-08-07,"65,011"
2014-08-08,"64,957"
2014-08-11,"64,638"
2014-08-12,"65,282"
2014-08-13,"65,150"
2014-08-14,"66,441"
2014-08-18,"67,786"
2014-08-19,"68,170"
2014-08-20,"68,224"
2014-08-21,"66,542"
2014-08-22,"67,003"
2014-08-25,"67,666"
2014-08-26,"66,968"
2014-08-27,"67,021"
2014-08-28,"67,021"
2014-08-29,"67,021"
2014-09-01,"67,932"
2014-09-02,"68,839"
2014-09-03,"69,829"
2014-09-04,"69,465"
2014-09-05,"69,641"
2014-09-11,"70,251"
2014-09-12,"67,554"
2014-09-15,"68,572"
2014-09-16,"68,572"
2014-09-17,"67,377"
2014-09-18,"67,710"
2014-09-19,"68,010"
2014-09-22,"68,054"
2014-09-23,"67,658"
2014-09-24,"68,213"
2014-09-25,"66,574"
2014-09-26,"66,476"
2014-09-29,"66,157"
2014-09-30,"66,157"
2014-10-01,"66,535"
2014-10-02,"67,540"
2014-10-06,"67,124"
2014-10-07,"67,634"
2014-10-08,"67,920"
2014-10-10,"67,184"
2014-10-13,"67,726"
2014-10-14,"67,323"
2014-10-15,"66,733"
2014-10-16,"66,437"
2014-10-17,"65,989"
2014-10-20,"66,721"
2014-10-21,"68,063"
2014-10-22,"68,551"
2014-10-23,"69,119"
2014-10-24,"69,484"
2014-10-27,"68,362"
2014-10-28,"68,362"
2014-10-29,"68,100"
2014-10-30,"67,921"
2014-10-31,"67,805"
2014-11-03,"66,959"
2014-11-04,"67,646"
2014-11-05,"68,159"
2014-11-06,"67,862"
2014-11-07,"67,659"
2014-11-10,"67,403"
2014-11-11,"67,403"
2014-11-12,"67,317"
2014-11-13,"67,441"
2014-11-14,"67,711"
2014-11-17,"68,165"
2014-11-18,"68,246"
2014-11-19,"68,468"
2014-11-20,"68,211"
2014-11-21,"67,983"
2014-11-24,"67,983"
2014-11-25,"67,714"
2014-11-26,"67,477"
2014-11-27,"67,640"
2014-11-28,"66,780"
2014-12-01,"66,780"
2014-12-02,"66,780"
2014-12-03,"66,975"
2014-12-04,"67,390"
2014-12-05,"67,049"
2014-12-08,"66,776"
2014-12-09,"66,800"
2014-12-10,"66,923"
2014-12-11,"66,108"
2014-12-12,"66,108"
2014-12-15,"66,276"
2014-12-16,"66,425"
2014-12-17,"66,711"
2014-12-18,"67,938"
2014-12-19,"67,734"
2014-12-22,"66,621"
2014-12-23,"66,351"
2014-12-24,"66,218"
2014-12-26,"66,783"
2014-12-29,"66,136"
2014-12-30,"66,425"
2014-12-31,"64,233"
2015-01-02,"64,390"
2015-01-05,"65,654"
2015-01-06,"65,397"
2015-01-07,"65,539"
2015-01-08,"62,858"
2015-01-09,"62,858"
2015-01-12,"62,440"
2015-01-13,"62,440"
2015-01-14,"62,235"
2015-01-15,"65,114"
2015-01-16,"64,923"
2015-01-19,"65,555"
2015-01-20,"65,721"
2015-01-21,"65,721"
2015-01-22,"66,428"
2015-01-23,"66,300"
2015-01-26,"66,831"
2015-01-27,"66,754"
2015-01-28,"66,376"
2015-01-29,"66,855"
2015-01-30,"66,725"
2015-02-02,"66,725"
2015-02-03,"67,435"
2015-02-04,"67,610"
2015-02-05,"65,660"
2015-02-06,"65,723"
2015-02-09,"65,331"
2015-02-10,"65,844"
2015-02-11,"65,844"
2015-02-12,"66,495"
2015-02-13,"66,495"
2015-02-16,"66,376"
2015-02-17,"66,376"
2015-02-23,"66,935"
2015-02-24,"67,286"
2015-02-25,"65,165"
2015-02-26,"63,583"
2015-02-27,"63,333"
2015-03-02,"62,308"
2015-03-03,"62,500"
2015-03-04,"62,220"
2015-03-05,"64,223"
2015-03-06,"64,189"
2015-03-09,"65,372"
2015-03-10,"66,462"
2015-03-11,"66,356"
2015-03-12,"66,253"
2015-03-13,"66,045"
2015-03-16,"66,144"
2015-03-17,"66,439"
2015-03-18,"66,780"
2015-03-19,"64,566"
2015-03-20,"64,251"
2015-03-23,"64,533"
2015-03-24,0
2015-03-25,"64,468"
2015-03-26,"65,227"
2015-03-27,"64,783"
2015-03-30,"65,398"
2015-03-31,"65,373"
2015-04-01,"64,251"
2015-04-02,"64,105"
2015-04-03,"64,105"
2015-04-06,"64,583"
2015-04-07,"64,583"
2015-04-08,"64,910"
2015-04-09,"64,354"
2015-04-10,"64,273"
2015-04-13,"64,102"
2015-04-14,"64,230"
2015-04-15,"64,105"
2015-04-16,"62,415"
2015-04-17,"62,872"
2015-04-20,"63,303"
2015-04-21,"63,251"
2015-04-22,"62,944"
2015-04-23,"65,208"
2015-04-24,"64,803"
2015-04-27,"64,879"
2015-04-28,"64,879"
2015-04-29,"64,879"
2015-04-30,"62,103"
2015-05-04,"62,278"
2015-05-06,"61,515"
2015-05-07,"63,559"
2015-05-08,"63,559"
2015-05-11,"64,450"
2015-05-12,"64,425"
2015-05-13,"64,525"
2015-05-14,"64,525"
2015-05-15,"64,525"
2015-05-18,"65,608"
2015-05-19,"65,283"
2015-05-20,"65,358"
2015-05-21,"64,977"
2015-05-22,"64,634"
2015-05-26,"65,515"
2015-05-27,"65,529"
2015-05-28,"66,003"
2015-05-29,"66,003"
2015-06-01,"66,297"
2015-06-02,"66,639"
2015-06-03,"66,376"
2015-06-04,"64,566"
2015-06-05,"64,724"
2015-06-08,"64,861"
2015-06-09,"64,861"
2015-06-10,"65,255"
2015-06-11,"64,853"
2015-06-12,"65,436"
2015-06-15,"65,922"
2015-06-16,"65,783"
2015-06-17,"65,756"
2015-06-18,"64,000"
2015-06-19,"64,000"
2015-06-22,"65,008"
2015-06-23,"65,311"
2015-06-24,"64,746"
2015-06-25,"67,476"
2015-06-26,"67,682"
2015-06-29,"68,862"
2015-06-30,"69,132"
2015-07-01,"69,524"
2015-07-02,"69,120"
2015-07-03,"68,519"
2015-07-06,"69,557"
2015-07-07,"69,746"
2015-07-08,"69,511"
2015-07-09,"69,180"
2015-07-10,"68,983"
2015-07-13,"68,983"
2015-07-14,"68,783"
2015-07-15,"69,409"
2015-07-16,"68,606"
2015-07-17,"68,756"
2015-07-20,"69,039"
2015-07-21,"70,036"
2015-07-22,"69,809"
2015-07-23,"70,737"
2015-07-24,"70,689"
2015-07-27,"70,744"
2015-07-28,"71,064"
2015-07-29,"71,064"
2015-07-30,"70,678"
2015-07-31,"70,511"
2015-08-03,"70,553"
2015-08-04,"70,864"
2015-08-05,"70,600"
2015-08-06,"71,420"
2015-08-07,"72,222"
2015-08-10,"71,392"
2015-08-11,"70,997"
2015-08-12,"70,920"
2015-08-13,"71,924"
2015-08-17,"72,589"
2015-08-18,"72,717"
2015-08-19,"72,244"
2015-08-20,"72,167"
2015-08-21,"72,167"
2015-08-24,"72,231"
2015-08-25,"72,167"
2015-08-26,"71,951"
2015-08-27,"72,033"
2015-08-28,"71,267"
2015-08-31,"73,046"
2015-09-01,"73,934"
2015-09-02,"73,934"
2015-09-03,"74,134"
2015-09-04,"74,489"
2015-09-07,"75,114"
2015-09-08,"75,163"
2015-09-09,"75,163"
2015-09-10,"75,426"
2015-09-11,"75,426"
2015-09-14,"75,540"
2015-09-15,"75,540"
2015-09-16,"75,909"
2015-09-17,"74,785"
2015-09-18,"74,785"
2015-09-21,"74,967"
2015-09-22,"75,300"
2015-09-23,"75,058"
2015-09-24,"74,910"
2015-09-30,"75,663"
2015-10-01,"75,038"
2015-10-02,"75,225"
2015-10-05,"75,006"
2015-10-06,"75,891"
2015-10-07,"75,891"
2015-10-08,"75,667"
2015-10-12,"76,088"
2015-10-13,"76,088"
2015-10-14,"76,182"
2015-10-15,"76,514"
2015-10-16,"77,639"
2015-10-19,"78,900"
2015-10-20,"78,611"
2015-10-21,"77,469"
2015-10-22,"76,984"
2015-10-23,"77,158"
2015-10-26,"77,397"
2015-10-27,"77,397"
2015-10-28,"77,200"
2015-10-29,"77,150"
2015-10-30,"77,546"
2015-11-02,"77,243"
2015-11-03,"77,357"
2015-11-04,"77,357"
2015-11-05,"77,351"
2015-11-06,"77,923"
2015-11-09,"78,251"
2015-11-10,"78,119"
2015-11-11,"77,893"
2015-11-12,"77,872"
2015-11-13,"77,879"
2015-11-16,"77,600"
2015-11-17,"77,224"
2015-11-18,"77,224"
2015-11-19,"76,873"
2015-11-20,"76,800"
2015-11-23,"76,988"
2015-11-24,"77,230"
2015-11-25,"77,230"
2015-11-26,"77,897"
2015-11-27,"77,436"
2015-11-30,"77,953"
2015-12-01,"77,953"
2015-12-02,"78,583"
2015-12-03,"78,394"
2015-12-04,"78,394"
2015-12-07,"77,928"
2015-12-08,"77,928"
2015-12-09,"77,928"
2015-12-10,"76,668"
2015-12-11,"76,668"
2015-12-14,"76,468"
2015-12-15,"76,565"
2015-12-16,"76,988"
2015-12-17,"76,570"
2015-12-18,"75,958"
2015-12-21,"77,139"
2015-12-22,"77,242"
2015-12-23,"77,242"
2015-12-24,"77,031"
2015-12-28,"78,121"
2015-12-29,"78,438"
2015-12-30,"78,713"
2015-12-31,"77,981"
2016-01-04,"78,497"
2016-01-05,"78,548"
2016-01-06,"78,738"
2016-01-07,"76,974"
2016-01-08,"76,924"
2016-01-11,"77,156"
2016-01-12,"77,130"
2016-01-13,"77,152"
2016-01-14,"77,948"
2016-01-15,"78,252"
2016-01-18,"79,382"
2016-01-19,"79,382"
2016-01-20,"79,685"
2016-01-21,"79,260"
2016-01-22,"78,809"
2016-01-25,"78,809"
2016-01-26,"78,809"
2016-01-27,"78,809"
2016-01-28,"80,009"
2016-01-29,"80,759"
2016-02-01,"80,994"
2016-02-02,"80,658"
2016-02-03,"80,738"
2016-02-04,"81,382"
2016-02-05,"81,533"
2016-02-11,"82,541"
2016-02-12,"81,929"
2016-02-15,"82,709"
2016-02-16,"82,406"
2016-02-17,"81,919"
2016-02-18,"82,224"
2016-02-19,"81,252"
2016-02-22,"80,850"
2016-02-23,"81,100"
2016-02-24,"80,218"
2016-02-25,"79,985"
2016-02-26,"78,664"
2016-02-29,"80,078"
2016-03-02,"80,116"
2016-03-03,"80,147"
2016-03-04,"80,009"
2016-03-07,"80,561"
2016-03-08,"81,891"
2016-03-09,"82,068"
2016-03-10,"82,479"
2016-03-11,"81,532"
2016-03-14,"81,648"
2016-03-15,"82,103"
2016-03-16,"82,206"
2016-03-17,"80,083"
2016-03-18,"79,975"
2016-03-21,"79,669"
2016-03-22,"80,275"
2016-03-23,"80,281"
2016-03-24,"81,197"
2016-03-25,"80,967"
2016-03-28,"81,737"
2016-03-29,"81,423"
2016-03-30,"81,737"
2016-03-31,"80,012"
2016-04-01,"80,012"
2016-04-04,"79,106"
2016-04-05,"79,694"
2016-04-06,"80,306"
2016-04-07,"79,394"
2016-04-08,"79,394"
2016-04-11,"80,229"
2016-04-12,"80,229"
2016-04-14,"77,851"
2016-04-15,"77,280"
2016-04-18,"77,177"
2016-04-19,"77,177"
2016-04-20,"77,749"
2016-04-21,"79,823"
2016-04-22,"79,871"
2016-04-25,"80,646"
2016-04-26,"81,360"
2016-04-27,"81,074"
2016-04-28,"74,620"
2016-04-29,"72,800"
2016-05-02,"73,291"
2016-05-03,"73,291"
2016-05-04,"72,763"
2016-05-09,"75,019"
2016-05-10,"74,528"
2016-05-11,"74,889"
2016-05-12,"72,714"
2016-05-13,"72,158"
2016-05-16,"73,017"
2016-05-17,"73,017"
2016-05-18,"72,464"
2016-05-19,"72,606"
2016-05-20,"72,050"
2016-05-23,"74,722"
2016-05-24,"74,722"
2016-05-25,"74,722"
2016-05-26,"74,822"
2016-05-27,"74,592"
2016-05-30,"75,323"
2016-05-31,"75,420"
2016-06-01,"74,200"
2016-06-02,"74,691"
2016-06-03,"75,306"
2016-06-07,"76,957"
2016-06-08,"76,717"
2016-06-09,"75,874"
2016-06-10,"76,203"
2016-06-13,"75,849"
2016-06-14,"75,849"
2016-06-15,"75,063"
2016-06-16,"75,418"
2016-06-17,"75,779"
2016-06-20,"76,585"
2016-06-21,"76,536"
